Latitude,Longitude
54.254622,-4.479942
54.254615,-4.479907
54.254543,-4.479742
54.254487,-4.479646
54.254425,-4.479486
54.254371,-4.479368
54.254328,-4.479272
54.254295,-4.479221
54.254262,-4.479142
54.254249,-4.479115
54.254212,-4.478846
54.254202,-4.478798
54.254183,-4.478745
54.254151,-4.478681
54.254120,-4.478646
54.254089,-4.478552
54.254035,-4.478421
54.254027,-4.478383
54.253995,-4.478313
54.253973,-4.478281
54.253909,-4.478024
54.253806,-4.477808
54.253759,-4.477714
54.253673,-4.477457
54.253571,-4.477214
54.253572,-4.477174
54.253470,-4.476886
54.253431,-4.476783
54.253413,-4.476733
54.253394,-4.476665
54.253378,-4.476637
54.253311,-4.476484
54.253194,-4.476213
54.253052,-4.475899
54.252959,-4.475617
54.252788,-4.475106
54.252776,-4.475073
54.252770,-4.474981
54.252696,-4.474812
54.252510,-4.474503
54.252451,-4.474303
54.252416,-4.474175
54.252414,-4.474077
54.252368,-4.473991
54.252324,-4.473928
54.252313,-4.473869
54.252294,-4.473771
54.252290,-4.473760
54.252276,-4.473729
54.252233,-4.473634
54.252205,-4.473573
54.252202,-4.473563
54.252196,-4.473548
54.252155,-4.473473
54.252106,-4.473233
54.252041,-4.473158
54.252030,-4.473125
54.251929,-4.472848
54.251898,-4.472781
54.251893,-4.472769
54.251813,-4.472566
54.251752,-4.472455
54.251746,-4.472444
54.251733,-4.472410
54.251677,-4.472184
54.251582,-4.471913
54.251504,-4.471632
54.251474,-4.471577
54.251457,-4.471538
54.251400,-4.471463
54.251292,-4.471231
54.251278,-4.471147
54.251215,-4.471002
54.251182,-4.470940
54.251141,-4.470883
54.251078,-4.470583
54.251013,-4.470498
54.251003,-4.470468
54.250970,-4.470339
54.250955,-4.470312
54.250923,-4.470261
54.250863,-4.470102
54.250771,-4.469807
54.250714,-4.469711
54.250650,-4.469442
54.250642,-4.469427
54.250592,-4.469329
54.250521,-4.469236
54.250499,-4.469180
54.250478,-4.469092
54.250444,-4.469026
54.250403,-4.468914
54.250391,-4.468864
54.250329,-4.468742
54.250264,-4.468643
54.250199,-4.468412
54.250179,-4.468329
54.250144,-4.468236
54.250070,-4.468061
54.250045,-4.468027
54.250026,-4.467998
54.250009,-4.467934
54.249996,-4.467863
54.249910,-4.467656
54.249904,-4.467591
54.249837,-4.467325
54.249771,-4.467251
54.249722,-4.467133
54.249654,-4.466922
54.249634,-4.466721
54.249585,-4.466602
54.249563,-4.466583
54.249537,-4.466546
54.249528,-4.466517
54.249464,-4.466359
54.249437,-4.466289
54.249429,-4.466246
54.249404,-4.466210
54.249386,-4.466198
54.249328,-4.466147
54.249250,-4.465962
54.249208,-4.465833
54.249180,-4.465750
54.249149,-4.465612
54.249146,-4.465570
54.249135,-4.465530
54.249121,-4.465480
54.249102,-4.465436
54.249084,-4.465394
54.249062,-4.465311
54.249036,-4.465257
54.249001,-4.465157
54.248968,-4.465072
54.248900,-4.464932
54.248880,-4.464888
54.248841,-4.464753
54.248803,-4.464682
54.248787,-4.464658
54.248783,-4.464653
54.248785,-4.464659
54.248795,-4.464659
54.248796,-4.464641
54.248798,-4.464639
54.248804,-4.464630
54.248803,-4.464620
54.248796,-4.464606
54.248786,-4.464581
54.248766,-4.464529
54.248763,-4.464519
54.248739,-4.464451
54.248710,-4.464357
54.248633,-4.464187
54.248509,-4.463956
54.248461,-4.463840
54.248421,-4.463728
54.248393,-4.463650
54.248370,-4.463546
54.248340,-4.463455
54.248295,-4.463319
54.248229,-4.463152
54.248168,-4.463043
54.248145,-4.462979
54.248124,-4.462912
54.248073,-4.462773
54.248068,-4.462741
54.248047,-4.462703
54.248019,-4.462661
54.248011,-4.462649
54.247965,-4.462400
54.247934,-4.462334
54.247927,-4.462326
54.247906,-4.462303
54.247847,-4.462196
54.247831,-4.462147
54.247816,-4.462082
54.247796,-4.462039
54.247772,-4.461942
54.247757,-4.461877
54.247745,-4.461858
54.247739,-4.461834
54.247732,-4.461824
54.247705,-4.461766
54.247638,-4.461647
54.247619,-4.461602
54.247597,-4.461529
54.247549,-4.461342
54.247534,-4.461291
54.247532,-4.461279
54.247529,-4.461270
54.247504,-4.461237
54.247496,-4.461224
54.247464,-4.461172
54.247459,-4.461165
54.247411,-4.461036
54.247409,-4.461024
54.247386,-4.460959
54.247335,-4.460813
54.247330,-4.460802
54.247299,-4.460724
54.247238,-4.460529
54.247215,-4.460496
54.247209,-4.460486
54.247202,-4.460467
54.247194,-4.460443
54.247157,-4.460418
54.247152,-4.460412
54.247108,-4.460328
54.247083,-4.460248
54.247070,-4.460203
54.247059,-4.460157
54.247037,-4.460073
54.247030,-4.460043
54.246955,-4.459698
54.246910,-4.459623
54.246749,-4.459392
54.246725,-4.459339
54.246672,-4.459171
54.246574,-4.458801
54.246496,-4.458578
54.246489,-4.458512
54.246382,-4.458293
54.246308,-4.458165
54.246265,-4.458092
54.246232,-4.458013
54.246204,-4.457933
54.246147,-4.457697
54.246121,-4.457613
54.246057,-4.457475
54.246018,-4.457384
54.245913,-4.457049
54.245875,-4.456964
54.245832,-4.456883
54.245822,-4.456855
54.245818,-4.456813
54.245822,-4.456836
54.245664,-4.456598
54.245603,-4.456497
54.245560,-4.456303
54.245515,-4.456086
54.245463,-4.455911
54.245443,-4.455867
54.245412,-4.455790
54.245377,-4.455644
54.245320,-4.455515
54.245230,-4.455373
54.245222,-4.455361
54.245213,-4.455354
54.245203,-4.455346
54.245174,-4.455252
54.245144,-4.455139
54.245138,-4.455099
54.245095,-4.454923
54.245040,-4.454810
54.245015,-4.454746
54.244992,-4.454679
54.244953,-4.454516
54.244932,-4.454375
54.244921,-4.454307
54.244817,-4.454171
54.244763,-4.454034
54.244742,-4.453935
54.244669,-4.453838
54.244636,-4.453770
54.244614,-4.453755
54.244610,-4.453748
54.244605,-4.453742
54.244545,-4.453587
54.244443,-4.453298
54.244397,-4.453176
54.244339,-4.452989
54.244293,-4.452805
54.244291,-4.452760
54.244274,-4.452639
54.244277,-4.452633
54.244267,-4.452620
54.244258,-4.452608
54.244195,-4.452536
54.244158,-4.452427
54.244149,-4.452382
54.244134,-4.452340
54.244087,-4.452237
54.243936,-4.451986
54.243887,-4.451849
54.243872,-4.451734
54.243801,-4.451505
54.243795,-4.451483
54.243743,-4.451377
54.243707,-4.451327
54.243696,-4.451302
54.243699,-4.451299
54.243697,-4.451290
54.243694,-4.451275
54.243687,-4.451235
54.243668,-4.451162
54.243657,-4.451120
54.243580,-4.450914
54.243557,-4.450853
54.243526,-4.450805
54.243456,-4.450647
54.243394,-4.450501
54.243348,-4.450384
54.243337,-4.450368
54.243274,-4.450253
54.243256,-4.450161
54.243251,-4.450010
54.243249,-4.449893
54.243201,-4.449732
54.243136,-4.449644
54.243078,-4.449525
54.243042,-4.449389
54.243024,-4.449355
54.242991,-4.449327
54.242972,-4.449310
54.242951,-4.449292
54.242936,-4.449212
54.242920,-4.449174
54.242863,-4.449130
54.242800,-4.449018
54.242747,-4.448755
54.242688,-4.448614
54.242672,-4.448600
54.242655,-4.448567
54.242547,-4.448306
54.242496,-4.448188
54.242403,-4.447951
54.242352,-4.447728
54.242315,-4.447601
54.242288,-4.447523
54.242218,-4.447335
54.242100,-4.447099
54.242024,-4.446933
54.242011,-4.446893
54.241935,-4.446742
54.241891,-4.446594
54.241839,-4.446382
54.241819,-4.446310
54.241772,-4.446134
54.241759,-4.446074
54.241748,-4.446023
54.241609,-4.445812
54.241569,-4.445606
54.241524,-4.445476
54.241474,-4.445354
54.241425,-4.445266
54.241369,-4.445231
54.241333,-4.445196
54.241303,-4.445104
54.241299,-4.444893
54.241298,-4.444806
54.241242,-4.444798
54.241149,-4.444691
54.241105,-4.444495
54.241057,-4.444313
54.241034,-4.444242
54.241009,-4.444212
54.240989,-4.444182
54.240920,-4.444032
54.240880,-4.443949
54.240840,-4.443889
54.240824,-4.443840
54.240794,-4.443742
54.240807,-4.443652
54.240768,-4.443459
54.240698,-4.443318
54.240656,-4.443249
54.240653,-4.443239
54.240596,-4.443093
54.240604,-4.443002
54.240600,-4.442913
54.240548,-4.442812
54.240533,-4.442750
54.240497,-4.442634
54.240485,-4.442603
54.240423,-4.442535
54.240395,-4.442485
54.240304,-4.442367
54.240267,-4.442202
54.240279,-4.442178
54.240255,-4.442120
54.240191,-4.442019
54.240179,-4.442001
54.240118,-4.441945
54.240093,-4.441925
54.240044,-4.441842
54.240038,-4.441804
54.240015,-4.441717
54.239912,-4.441385
54.239890,-4.441357
54.239860,-4.441294
54.239796,-4.441156
54.239778,-4.441128
54.239775,-4.441066
54.239789,-4.440971
54.239745,-4.440774
54.239700,-4.440688
54.239682,-4.440643
54.239602,-4.440472
54.239586,-4.440433
54.239562,-4.440366
54.239415,-4.440060
54.239345,-4.439713
54.239351,-4.439695
54.239337,-4.439655
54.239316,-4.439629
54.239305,-4.439612
54.239293,-4.439598
54.239279,-4.439583
54.239267,-4.439567
54.239254,-4.439553
54.239118,-4.439410
54.239117,-4.439391
54.239123,-4.439333
54.239123,-4.439313
54.239133,-4.439221
54.239137,-4.439185
54.239124,-4.439077
54.239123,-4.439060
54.239095,-4.438892
54.239074,-4.438811
54.238960,-4.438672
54.238906,-4.438580
54.238821,-4.438418
54.238724,-4.438204
54.238676,-4.438053
54.238635,-4.437873
54.238619,-4.437847
54.238620,-4.437854
54.238620,-4.437846
54.238614,-4.437826
54.238587,-4.437828
54.238590,-4.437773
54.238573,-4.437738
54.238549,-4.437645
54.238548,-4.437633
54.238376,-4.437352
54.238208,-4.436892
54.238150,-4.436700
54.238137,-4.436664
54.238030,-4.436405
54.237839,-4.435874
54.237810,-4.435790
54.237772,-4.435670
54.237701,-4.435481
54.237517,-4.435026
54.237472,-4.434919
54.237381,-4.434660
54.237232,-4.434066
54.237231,-4.434031
54.237186,-4.434011
54.237117,-4.433956
54.237071,-4.433928
54.237044,-4.433825
54.236902,-4.433448
54.236726,-4.432977
54.236671,-4.432868
54.236643,-4.432819
54.236616,-4.432767
54.236543,-4.432375
54.236489,-4.432217
54.236361,-4.431953
54.236275,-4.431689
54.236272,-4.431671
54.236270,-4.431662
54.236265,-4.431636
54.236085,-4.431118
54.235867,-4.430694
54.235846,-4.430656
54.235717,-4.430414
54.235484,-4.429855
54.235372,-4.429459
54.235320,-4.429356
54.235302,-4.429308
54.235303,-4.429296
54.235304,-4.429283
54.235315,-4.429227
54.235314,-4.429186
54.235313,-4.429181
54.235274,-4.429075
54.235090,-4.428544
54.235075,-4.428496
54.234926,-4.428087
54.234753,-4.427718
54.234603,-4.427379
54.234478,-4.427052
54.234330,-4.426566
54.234175,-4.426126
54.234097,-4.425978
54.234077,-4.425937
54.233925,-4.425591
54.233908,-4.425543
54.233807,-4.425298
54.233773,-4.425210
54.233775,-4.425083
54.233704,-4.424920
54.233579,-4.424780
54.233578,-4.424763
54.233574,-4.424705
54.233563,-4.424553
54.233561,-4.424321
54.233541,-4.424251
54.233552,-4.424299
54.233487,-4.424336
54.233475,-4.424288
54.233441,-4.424171
54.233399,-4.424043
54.233290,-4.423761
54.233122,-4.423426
54.232984,-4.423171
54.232956,-4.423115
54.232819,-4.422837
54.232769,-4.422721
54.232641,-4.422368
54.232606,-4.422244
54.232564,-4.422054
54.232397,-4.421619
54.232290,-4.421426
54.232262,-4.421380
54.232099,-4.420801
54.231930,-4.420379
54.231909,-4.420332
54.231864,-4.420232
54.231795,-4.420083
54.231668,-4.419833
54.231658,-4.419816
54.231652,-4.419795
54.231598,-4.419497
54.231514,-4.419238
54.231467,-4.419189
54.231439,-4.419135
54.231433,-4.419118
54.231419,-4.419092
54.231354,-4.418963
54.231212,-4.418688
54.231161,-4.418534
54.231162,-4.418456
54.231152,-4.418389
54.231049,-4.418337
54.231033,-4.418314
54.231034,-4.418311
54.231038,-4.418308
54.231039,-4.418310
54.231039,-4.418308
54.231039,-4.418307
54.231043,-4.418291
54.231044,-4.418262
54.231044,-4.418259
54.231056,-4.418205
54.231058,-4.418197
54.231087,-4.418086
54.231118,-4.417830
54.231019,-4.417683
54.231007,-4.417672
54.230859,-4.417482
54.230839,-4.417448
54.230766,-4.417321
54.230688,-4.417084
54.230656,-4.416936
54.230643,-4.416886
54.230592,-4.416745
54.230509,-4.416590
54.230412,-4.416428
54.230336,-4.416311
54.230340,-4.416291
54.230324,-4.416239
54.230286,-4.416149
54.230255,-4.416048
54.230224,-4.415947
54.230200,-4.415853
54.230181,-4.415751
54.230161,-4.415724
54.230116,-4.415699
54.230074,-4.415553
54.230063,-4.415447
54.230059,-4.415393
54.230030,-4.415319
54.230000,-4.415347
54.229998,-4.415347
54.229979,-4.415333
54.229975,-4.415330
54.229971,-4.415327
54.229967,-4.415325
54.229937,-4.415252
54.229919,-4.415196
54.229884,-4.415106
54.229866,-4.414935
54.229818,-4.414872
54.229784,-4.414804
54.229769,-4.414772
54.229712,-4.414661
54.229691,-4.414487
54.229672,-4.414406
54.229632,-4.414400
54.229614,-4.414347
54.229607,-4.414332
54.229604,-4.414177
54.229534,-4.414039
54.229497,-4.413992
54.229473,-4.413898
54.229464,-4.413803
54.229455,-4.413714
54.229438,-4.413729
54.229390,-4.413718
54.229372,-4.413718
54.229357,-4.413674
54.229335,-4.413548
54.229303,-4.413481
54.229253,-4.413364
54.229202,-4.413296
54.229155,-4.413153
54.229098,-4.412980
54.229096,-4.412945
54.229060,-4.412846
54.229050,-4.412838
54.229023,-4.412775
54.228982,-4.412647
54.228973,-4.412576
54.228968,-4.412510
54.228953,-4.412465
54.228950,-4.412404
54.228923,-4.412367
54.228875,-4.412303
54.228840,-4.412204
54.228810,-4.412147
54.228792,-4.412114
54.228760,-4.412086
54.228763,-4.412026
54.228757,-4.411982
54.228721,-4.411857
54.228684,-4.411777
54.228643,-4.411733
54.228631,-4.411680
54.228610,-4.411633
54.228573,-4.411609
54.228520,-4.411512
54.228477,-4.411352
54.228477,-4.411340
54.228451,-4.411199
54.228419,-4.411142
54.228374,-4.411038
54.228344,-4.410982
54.228322,-4.410904
54.228288,-4.410856
54.228280,-4.410793
54.228260,-4.410722
54.228236,-4.410698
54.228221,-4.410682
54.228225,-4.410673
54.228166,-4.410539
54.228154,-4.410505
54.228094,-4.410308
54.227970,-4.409843
54.227825,-4.409573
54.227801,-4.409488
54.227727,-4.409327
54.227719,-4.409317
54.227673,-4.409211
54.227598,-4.409079
54.227382,-4.408722
54.227341,-4.408681
54.227255,-4.408307
54.227180,-4.407878
54.227165,-4.407772
54.227156,-4.407776
54.227097,-4.407694
54.227007,-4.407578
54.226992,-4.407486
54.226886,-4.407464
54.226881,-4.407450
54.226883,-4.407453
54.226882,-4.407447
54.226876,-4.407403
54.226876,-4.407291
54.226800,-4.406861
54.226698,-4.406438
54.226643,-4.406227
54.226623,-4.406223
54.226446,-4.406056
54.226423,-4.405987
54.226411,-4.405896
54.226389,-4.405839
54.226341,-4.405728
54.226328,-4.405692
54.226297,-4.405625
54.226204,-4.405370
54.226033,-4.404906
54.225886,-4.404540
54.225721,-4.404135
54.225701,-4.404098
54.225697,-4.404086
54.225593,-4.403673
54.225583,-4.403641
54.225451,-4.403376
54.225328,-4.403174
54.225292,-4.403104
54.225096,-4.402762
54.225057,-4.402721
54.225047,-4.402706
54.225027,-4.402557
54.224945,-4.401994
54.224770,-4.401653
54.224648,-4.401247
54.224472,-4.400894
54.224447,-4.400708
54.224488,-4.400511
54.224483,-4.400476
54.224446,-4.400424
54.224443,-4.400379
54.224441,-4.400371
54.224386,-4.400325
54.224166,-4.400246
54.224164,-4.400242
54.224256,-4.400273
54.224309,-4.400298
54.224163,-4.400230
54.224165,-4.400228
54.224170,-4.400231
54.224170,-4.400225
54.224170,-4.400224
54.224165,-4.400179
54.224159,-4.400181
54.224160,-4.400176
54.224156,-4.400031
54.224045,-4.399495
54.223888,-4.399334
54.223862,-4.399278
54.223852,-4.399264
54.223918,-4.399141
54.223868,-4.399113
54.223834,-4.399095
54.223784,-4.399070
54.223657,-4.398608
54.223599,-4.398254
54.223391,-4.397972
54.223342,-4.397920
54.223328,-4.397894
54.223237,-4.397774
54.223149,-4.397557
54.223128,-4.397414
54.223102,-4.397307
54.223028,-4.397188
54.223019,-4.397163
54.223014,-4.397110
54.222981,-4.397066
54.222965,-4.397038
54.222955,-4.397017
54.222948,-4.396998
54.222919,-4.396919
54.222926,-4.396877
54.222935,-4.396830
54.222947,-4.396791
54.222961,-4.396756
54.223003,-4.396608
54.222980,-4.396614
54.222953,-4.396601
54.222917,-4.396603
54.222873,-4.396547
54.222865,-4.396535
54.222852,-4.396500
54.222827,-4.396436
54.222820,-4.396416
54.222755,-4.396408
54.222742,-4.396420
54.222703,-4.396368
54.222726,-4.396355
54.222729,-4.396304
54.222696,-4.396320
54.222696,-4.396307
54.222704,-4.396242
54.222719,-4.396277
54.222719,-4.396201
54.222709,-4.396083
54.222675,-4.396083
54.222682,-4.396164
54.222652,-4.396042
54.222677,-4.396050
54.222592,-4.395992
54.222601,-4.395959
54.222601,-4.395941
54.222611,-4.395857
54.222608,-4.395848
54.222600,-4.395838
54.222602,-4.395849
54.222602,-4.395850
54.222608,-4.395852
54.222610,-4.395848
54.222612,-4.395847
54.222612,-4.395848
54.222608,-4.395846
54.222606,-4.395844
54.222606,-4.395844
54.222608,-4.395843
54.222607,-4.395835
54.222608,-4.395851
54.222609,-4.395844
54.222611,-4.395841
54.222613,-4.395840
54.222613,-4.395839
54.222629,-4.395828
54.222633,-4.395819
54.222631,-4.395815
54.222628,-4.395795
54.222629,-4.395757
54.222595,-4.395722
54.222552,-4.395730
54.222525,-4.395720
54.222495,-4.395698
54.222495,-4.395668
54.222496,-4.395682
54.222456,-4.395669
54.222448,-4.395686
54.222449,-4.395670
54.222451,-4.395684
54.222454,-4.395655
54.222456,-4.395650
54.222417,-4.395579
54.222405,-4.395530
54.222417,-4.395525
54.222426,-4.395564
54.222430,-4.395606
54.222434,-4.395613
54.222437,-4.395612
54.222440,-4.395615
54.222446,-4.395609
